flight_id,flight_date,carrier_code,flight_number,tail_number,origin_airport,dest_airport,sched_dep_time,dep_time,dep_delay,taxi_out,sched_arr_time,arr_time,arr_delay,cancelled,cancellation_code,diverted,distance,air_time,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
42778,2024-06-09,AA,3080,N165AA,FLL,DTW,04:05,04:07,2,21,07:19,07:20,1,0,,0,1130,168,0,0,0,0,0
42779,2024-09-17,AS,984,N144AS,SFO,MDW,08:00,,0,0,12:52,,0,1,B,0,1850,0,0,0,0,0,0
42780,2024-01-18,HA,3644,N128HA,ORD,DEN,18:50,18:49,-1,34,21:35,21:53,18,0,,0,886,144,3,2,4,0,9
42781,2024-03-03,OO,5157,N102OO,SLC,ATL,16:20,16:14,-6,20,20:34,20:32,-2,0,,0,1587,233,0,0,0,0,0
42782,2024-05-14,OO,4636,N192OO,JFK,ORD,08:15,08:29,14,14,10:31,10:48,17,0,,0,738,118,4,9,4,0,0
42783,2024-06-05,UA,1401,N207UA,MDW,CLT,09:25,10:04,39,11,11:22,12:02,40,0,,0,584,98,28,10,1,0,1
42784,2024-02-26,HA,1661,N110HA,ORD,AUS,06:00,06:00,0,24,08:53,09:01,8,0,,0,978,154,0,0,0,0,0
42785,2024-09-21,WN,1344,N102WN,DFW,IAD,22:35,22:32,-3,19,01:58,01:51,-7,0,,0,1170,171,0,0,0,0,0
42786,2024-09-10,UA,5396,N198UA,MDW,TPA,18:25,18:44,19,20,21:19,21:47,28,0,,0,999,148,17,5,1,0,5
42787,2024-07-05,OO,3652,N110OO,SLC,AUS,07:20,07:28,8,14,10:28,10:32,4,0,,0,1085,164,0,0,0,0,0
42788,2024-12-26,WN,5631,N208WN,MDW,TPA,08:00,07:59,-1,10,10:54,10:48,-6,0,,0,999,150,0,0,0,0,0
42789,2024-11-22,B6,4342,N197B6,FLL,MSP,10:45,10:47,2,20,14:40,14:49,9,0,,0,1489,213,0,0,0,0,0
42790,2024-07-17,AA,124,N118AA,IAD,MSP,13:15,13:06,-9,17,16:00,15:52,-8,0,,0,906,140,0,0,0,0,0
42791,2024-06-19,UA,4442,N156UA,PHX,DTW,05:10,05:12,2,21,09:36,09:39,3,0,,0,1667,239,0,0,0,0,0
42792,2024-11-10,DL,2251,N170DL,PHX,IAH,06:05,06:06,1,12,08:59,08:59,0,0,,0,1007,154,0,0,0,0,0
42793,2024-01-06,DL,4241,N173DL,IAH,MIA,11:45,11:39,-6,16,14:37,14:29,-8,0,,0,963,143,0,0,0,0,0
42794,2024-12-31,WN,2579,N148WN,AUS,BOS,17:05,17:03,-2,20,21:34,21:48,14,0,,0,1696,251,0,0,0,0,0
42795,2024-09-12,AA,3917,N176AA,JFK,MDW,08:15,08:09,-6,22,10:37,10:32,-5,0,,0,730,116,0,0,0,0,0
42796,2024-11-04,UA,592,N142UA,BNA,MCO,06:45,07:11,26,16,08:48,09:11,23,0,,0,617,97,6,3,8,0,6
42797,2024-11-15,UA,2002,N110UA,ORD,LAS,08:40,08:37,-3,15,12:41,12:37,-4,0,,0,1511,217,0,0,0,0,0
42798,2024-09-04,B6,387,N203B6,BOS,SFO,17:35,17:51,16,26,00:18,00:38,20,0,,0,2697,371,8,3,5,0,4
42799,2024-08-06,WN,4068,N178WN,SLC,DTW,06:45,06:41,-4,12,10:40,10:39,-1,0,,0,1477,219,0,0,0,0,0
42800,2024-01-04,AS,2404,N183AS,BOS,ORD,19:55,19:49,-6,17,22:38,22:29,-9,0,,0,864,134,0,0,0,0,0
42801,2024-01-01,DL,366,N126DL,MCO,SLC,11:30,11:30,0,16,16:30,16:30,0,0,,0,1928,273,0,0,0,0,0
42802,2024-11-21,WN,3505,N100WN,IAD,IAH,16:50,16:44,-6,19,20:13,20:14,1,0,,0,1189,184,0,0,0,0,0
42803,2024-01-31,WN,5064,N197WN,SAN,SEA,20:25,20:32,7,21,23:32,23:37,5,0,,0,1052,157,0,0,0,0,0
42804,2024-11-16,WN,1091,N137WN,BWI,BOS,18:20,18:17,-3,23,20:02,19:58,-4,0,,0,369,68,0,0,0,0,0
42805,2024-04-26,DL,2625,N182DL,SFO,EWR,08:55,09:22,27,29,15:17,15:41,24,0,,0,2559,346,17,1,2,0,4
42806,2024-10-01,B6,705,N217B6,PHX,EWR,20:45,20:43,-2,12,02:11,02:02,-9,0,,0,2128,294,0,0,0,0,0
42807,2024-07-15,WN,5500,N164WN,MDW,SFO,07:30,07:28,-2,27,12:25,12:28,3,0,,0,1850,263,0,0,0,0,0
42808,2024-11-20,WN,2155,N210WN,PDX,DAL,06:15,06:12,-3,20,10:31,10:26,-5,0,,0,1624,231,0,0,0,0,0
42809,2024-06-25,G4,5946,N147G4,BNA,SAN,02:45,02:39,-6,16,07:23,07:09,-14,0,,0,1748,244,0,0,0,0,0
42810,2024-10-13,AA,4770,N118AA,EWR,DFW,16:20,16:15,-5,15,20:04,20:00,-4,0,,0,1370,198,0,0,0,0,0
42811,2024-08-23,UA,3349,N216UA,SEA,IAH,18:20,18:25,5,17,23:09,23:22,13,0,,0,1872,273,0,0,0,0,0
42812,2024-03-19,B6,5140,N211B6,PHX,SEA,10:55,10:52,-3,20,14:13,14:14,1,0,,0,1107,171,0,0,0,0,0
42813,2024-08-30,OO,2407,N215OO,MSP,IAD,07:40,07:43,3,19,10:17,10:24,7,0,,0,906,135,0,0,0,0,0
42814,2024-11-06,G4,1224,N190G4,TPA,DFW,20:20,20:17,-3,12,23:04,23:03,-1,0,,0,928,145,0,0,0,0,0
42815,2024-07-23,B6,3850,N162B6,SAN,PHL,06:20,06:20,0,17,12:16,12:17,1,0,,0,2365,330,0,0,0,0,0
42816,2024-07-29,HA,1138,N158HA,LAX,IAD,19:10,19:09,-1,22,00:53,00:55,2,0,,0,2283,318,0,0,0,0,0
42817,2024-11-28,AA,1759,N144AA,BOS,SAN,20:20,20:22,2,24,02:47,02:43,-4,0,,0,2582,351,0,0,0,0,0
42818,2024-03-31,UA,4702,N167UA,MCO,LAX,06:25,06:22,-3,14,12:01,11:58,-3,0,,0,2214,311,0,0,0,0,0
42819,2024-06-14,MQ,4241,N148MQ,PHL,PDX,11:45,,0,0,17:41,,0,1,B,0,2400,0,0,0,0,0,0
42820,2024-06-09,DL,688,N197DL,MDW,AUS,05:45,05:43,-2,16,08:36,08:38,2,0,,0,972,151,0,0,0,0,0
42821,2024-01-06,MQ,5806,N160MQ,ATL,PHX,18:50,18:47,-3,21,23:04,23:06,2,0,,0,1584,231,0,0,0,0,0
42822,2024-05-20,DL,4797,N106DL,MCO,ORD,01:35,01:32,-3,15,04:33,04:27,-6,0,,0,1006,152,0,0,0,0,0
42823,2024-07-23,OO,1099,N214OO,SLC,LAX,07:30,07:30,0,19,09:34,09:36,2,0,,0,590,99,0,0,0,0,0
42824,2024-01-20,WN,1355,N127WN,DEN,ATL,16:55,16:49,-6,13,20:11,20:17,6,0,,0,1197,187,0,0,0,0,0
42825,2024-04-09,AA,689,N149AA,EWR,CLT,18:50,18:51,1,21,20:45,20:53,8,0,,0,528,89,0,0,0,0,0
42826,2024-06-13,OO,2544,N141OO,SEA,MDW,20:30,21:18,48,23,01:03,01:43,40,0,,0,1729,238,10,1,8,0,21
42827,2024-02-14,WN,298,N153WN,CLT,DFW,05:55,05:52,-3,16,08:43,08:39,-4,0,,0,934,142,0,0,0,0,0
42828,2024-12-02,OO,320,N118OO,CLT,DEN,08:15,08:49,34,20,11:53,12:21,28,0,,0,1335,189,9,4,7,0,8
42829,2024-08-14,UA,3111,N106UA,BWI,ATL,06:15,06:12,-3,16,08:21,08:13,-8,0,,0,576,95,0,0,0,0,0
42830,2024-11-10,WN,4238,N124WN,SLC,ORD,13:25,13:25,0,18,16:53,16:59,6,0,,0,1247,185,0,0,0,0,0
42831,2024-02-21,AA,2990,N195AA,FLL,PDX,11:50,11:50,0,26,18:35,18:51,16,0,,0,2690,384,10,6,0,0,0
42832,2024-05-25,MQ,5519,N154MQ,FLL,DEN,04:05,04:05,0,29,08:37,08:35,-2,0,,0,1702,237,0,0,0,0,0
42833,2024-10-07,WN,2418,N127WN,SFO,BOS,06:30,06:27,-3,31,13:07,13:16,9,0,,0,2697,374,0,0,0,0,0
42834,2024-05-02,AS,4836,N132AS,LAX,ATL,14:55,14:53,-2,21,19:53,19:50,-3,0,,0,1942,273,0,0,0,0,0
42835,2024-07-25,AA,446,N138AA,LAS,MIA,06:50,06:48,-2,21,12:27,12:29,2,0,,0,2171,304,0,0,0,0,0
42836,2024-10-23,B6,5206,N187B6,MIA,MSP,09:05,09:04,-1,16,13:05,13:12,7,0,,0,1503,225,0,0,0,0,0
42837,2024-04-11,UA,2666,N136UA,IAD,LAX,15:30,15:37,7,15,21:08,21:20,12,0,,0,2283,325,0,0,0,0,0
42838,2024-09-30,OO,4388,N127OO,PDX,DAL,16:55,17:08,13,15,21:14,21:29,15,0,,0,1624,235,6,1,5,0,3
42839,2024-05-08,WN,1937,N180WN,DTW,SLC,16:00,15:58,-2,30,20:01,20:12,11,0,,0,1477,220,0,0,0,0,0
42840,2024-06-15,UA,5050,N176UA,SFO,DEN,07:45,07:54,9,22,10:38,10:49,11,0,,0,965,145,0,0,0,0,0
42841,2024-07-20,F9,4744,N133F9,DEN,AUS,12:35,13:06,31,17,14:59,15:32,33,0,,0,776,123,15,5,10,3,0
42842,2024-04-11,WN,1965,N151WN,SEA,MSP,13:10,13:05,-5,24,17:01,16:53,-8,0,,0,1395,197,0,0,0,0,0
42843,2024-03-11,NK,5842,N165NK,LAX,SAN,11:10,11:11,1,11,12:07,12:04,-3,0,,0,120,38,0,0,0,0,0
42844,2024-01-08,AS,1486,N199AS,SEA,MIA,09:40,09:38,-2,22,16:24,16:31,7,0,,0,2721,380,0,0,0,0,0
42845,2024-06-10,UA,1921,N176UA,ATL,MCO,17:55,17:55,0,13,19:32,19:25,-7,0,,0,404,72,0,0,0,0,0
42846,2024-03-13,WN,5818,N148WN,ORD,FLL,17:15,18:15,60,17,20:29,21:28,59,0,,0,1184,171,11,32,1,0,15
42847,2024-12-10,B6,2302,N195B6,ORD,SAN,04:25,04:25,0,25,08:59,09:00,1,0,,0,1720,246,0,0,0,0,0
42848,2024-01-27,AS,2485,N194AS,IAH,ATL,11:55,12:18,23,18,14:13,14:39,26,0,,0,688,115,16,0,9,0,1
42849,2024-06-17,AA,1471,N191AA,BWI,PHX,18:00,17:55,-5,17,23:05,23:08,3,0,,0,1994,284,0,0,0,0,0
42850,2024-09-19,UA,5871,N131UA,DAL,IAD,11:25,11:25,0,20,14:45,14:51,6,0,,0,1162,175,0,0,0,0,0
42851,2024-10-14,OO,4173,N129OO,BOS,MDW,12:05,12:16,11,11,14:38,14:50,12,0,,0,858,139,0,0,0,0,0
42852,2024-03-13,AA,3207,N113AA,CLT,BNA,08:45,08:45,0,20,10:15,10:21,6,0,,0,328,70,0,0,0,0,0
42853,2024-07-27,NK,4585,N168NK,DTW,LAX,09:35,09:30,-5,14,14:36,14:30,-6,0,,0,1975,280,0,0,0,0,0
42854,2024-04-08,AA,4862,N109AA,SEA,IAD,14:00,13:57,-3,16,19:43,19:41,-2,0,,0,2300,321,0,0,0,0,0
42855,2024-01-31,UA,3375,N186UA,PDX,CLT,18:20,18:19,-1,12,00:00,23:54,-6,0,,0,2277,319,0,0,0,0,0
42856,2024-12-01,AA,4308,N119AA,ATL,AUS,09:00,09:10,10,14,11:27,11:35,8,0,,0,811,125,0,0,0,0,0
42857,2024-02-02,WN,307,N125WN,SFO,BNA,17:05,17:32,27,24,22:09,22:29,20,0,,0,1964,267,2,8,1,0,9
42858,2024-07-31,OO,2433,N128OO,BOS,LAX,14:25,14:54,29,19,20:49,21:13,24,0,,0,2605,355,2,7,4,0,11
42859,2024-05-24,AS,4918,N147AS,PDX,SFO,17:30,19:01,91,20,19:28,21:03,95,0,,0,551,93,7,16,14,0,58
42860,2024-04-08,DL,3110,N156DL,IAD,SFO,09:25,09:17,-8,9,15:23,15:09,-14,0,,0,2413,338,0,0,0,0,0
42861,2024-11-05,AS,3364,N186AS,AUS,MDW,11:30,11:28,-2,18,14:26,14:22,-4,0,,0,972,150,0,0,0,0,0
42862,2024-11-05,DL,255,N153DL,ATL,MDW,20:50,21:06,16,17,22:53,23:03,10,0,,0,591,97,0,0,0,0,0
42863,2024-06-28,WN,948,N111WN,SEA,MIA,19:00,19:19,19,20,01:45,02:01,16,0,,0,2721,373,2,1,6,0,7
42864,2024-05-14,HA,5456,N161HA,ORD,SLC,19:55,19:53,-2,14,23:21,23:27,6,0,,0,1247,186,0,0,0,0,0
42865,2024-07-08,UA,1438,N191UA,ATL,PHX,05:05,05:03,-2,14,09:14,09:14,0,0,,0,1584,231,0,0,0,0,0
42866,2024-01-30,AS,5666,N207AS,CLT,DTW,16:55,16:55,0,15,18:47,18:42,-5,0,,0,501,87,0,0,0,0,0
42867,2024-03-22,WN,3310,N195WN,DFW,MDW,08:00,08:00,0,19,10:28,10:32,4,0,,0,797,123,0,0,0,0,0
42868,2024-02-26,DL,553,N215DL,LAX,ATL,08:45,08:42,-3,18,13:42,13:45,3,0,,0,1942,275,0,0,0,0,0
42869,2024-06-22,AA,3970,N106AA,CLT,DEN,09:30,09:26,-4,23,13:12,13:12,0,0,,0,1335,197,0,0,0,0,0
42870,2024-07-26,AS,2881,N157AS,EWR,BOS,19:00,18:50,-10,27,20:15,20:16,1,0,,0,201,53,0,0,0,0,0
42871,2024-11-21,DL,2949,N212DL,DAL,LAX,07:30,07:28,-2,17,10:57,10:59,2,0,,0,1244,187,0,0,0,0,0
42872,2024-11-17,WN,2012,N128WN,JFK,MDW,22:40,22:33,-7,22,01:05,00:56,-9,0,,0,730,116,0,0,0,0,0
42873,2024-07-01,WN,5265,N207WN,MIA,DAL,09:20,09:20,0,20,12:32,12:37,5,0,,0,1109,167,0,0,0,0,0
42874,2024-08-22,B6,808,N115B6,SEA,MCO,12:35,12:30,-5,21,18:55,18:59,4,0,,0,2551,358,0,0,0,0,0
42875,2024-04-16,MQ,5642,N213MQ,BOS,SEA,07:30,07:29,-1,20,13:45,13:48,3,0,,0,2489,345,0,0,0,0,0
42876,2024-07-04,DL,168,N157DL,SFO,MIA,19:15,19:15,0,18,01:38,01:40,2,0,,0,2581,362,0,0,0,0,0
42877,2024-09-22,DL,4857,N138DL,IAH,LAX,11:05,11:06,1,26,14:53,14:58,5,0,,0,1377,203,0,0,0,0,0
42878,2024-05-11,AA,3479,N135AA,MDW,BWI,17:55,18:21,26,17,20:00,20:27,27,0,,0,609,101,4,4,0,0,19
42879,2024-11-25,WN,3891,N210WN,BWI,PHL,10:25,10:32,7,21,11:27,11:33,6,0,,0,120,36,0,0,0,0,0
42880,2024-11-24,DL,3457,N145DL,IAD,MDW,13:05,13:24,19,21,15:10,15:34,24,0,,0,576,95,13,3,2,0,6
42881,2024-11-13,AA,5985,N159AA,SEA,SFO,03:55,03:54,-1,19,06:14,06:10,-4,0,,0,679,110,0,0,0,0,0
42882,2024-12-30,DL,3992,N159DL,FLL,JFK,07:30,07:33,3,13,10:31,10:31,0,0,,0,1071,162,0,0,0,0,0
42883,2024-06-19,WN,3685,N213WN,DAL,ATL,21:05,21:01,-4,22,23:25,23:23,-2,0,,0,720,113,0,0,0,0,0
42884,2024-10-24,AS,5000,N154AS,SFO,DAL,16:50,,0,0,20:47,,0,1,B,0,1473,0,0,0,0,0,0
42885,2024-01-24,DL,5903,N122DL,DAL,SAN,08:50,08:49,-1,15,12:09,12:10,1,0,,0,1180,176,0,0,0,0,0
42886,2024-09-17,OO,2626,N186OO,PHX,LAX,13:25,13:23,-2,13,14:56,14:53,-3,0,,0,370,74,0,0,0,0,0
42887,2024-12-20,B6,146,N152B6,ORD,BNA,15:40,15:34,-6,24,17:21,17:19,-2,0,,0,409,72,0,0,0,0,0
42888,2024-07-14,AA,4342,N213AA,MDW,SAN,20:55,21:13,18,25,01:30,01:52,22,0,,0,1725,244,15,3,3,0,1
42889,2024-04-08,AS,3860,N117AS,BOS,TPA,13:45,13:42,-3,20,17:10,17:18,8,0,,0,1186,181,0,0,0,0,0
42890,2024-11-28,UA,4516,N149UA,LAS,CLT,20:25,20:25,0,19,01:22,01:20,-2,0,,0,1912,270,0,0,0,0,0
42891,2024-04-10,AS,1127,N131AS,JFK,DEN,13:10,13:06,-4,27,17:32,17:34,2,0,,0,1622,234,0,0,0,0,0
42892,2024-12-17,UA,1796,N150UA,ATL,SFO,12:55,12:55,0,9,18:19,18:10,-9,0,,0,2134,300,0,0,0,0,0
42893,2024-04-29,UA,5232,N156UA,MIA,BOS,06:20,06:20,0,9,09:47,09:41,-6,0,,0,1260,185,0,0,0,0,0
42894,2024-11-16,AA,4545,N168AA,BNA,SAN,08:55,08:54,-1,20,13:30,13:41,11,0,,0,1748,256,0,0,0,0,0
42895,2024-07-21,G4,2523,N140G4,MSP,SFO,14:55,14:53,-2,16,19:09,19:08,-1,0,,0,1586,231,0,0,0,0,0
42896,2024-03-30,OO,4273,N189OO,CLT,IAH,13:15,13:11,-4,21,16:05,16:09,4,0,,0,911,148,0,0,0,0,0
42897,2024-07-13,UA,2795,N105UA,SEA,PHL,20:55,21:27,32,28,02:53,03:30,37,0,,0,2372,328,10,1,10,0,16
42898,2024-06-25,UA,2396,N165UA,EWR,JFK,05:25,05:50,25,14,06:23,06:51,28,0,,0,120,37,13,12,2,0,1
42899,2024-04-24,DL,3154,N178DL,SEA,BNA,12:55,12:50,-5,22,18:02,17:57,-5,0,,0,1974,275,0,0,0,0,0
42900,2024-11-28,AA,854,N215AA,PHX,TPA,05:35,06:24,49,12,10:14,10:50,36,0,,0,1785,247,27,2,0,0,7
42901,2024-02-01,NK,4006,N216NK,ORD,SFO,10:10,10:06,-4,19,14:53,14:53,0,0,,0,1842,259,0,0,0,0,0
42902,2024-08-02,UA,4246,N170UA,SLC,MIA,05:55,05:55,0,21,11:09,11:20,11,0,,0,2086,301,0,0,0,0,0
42903,2024-11-03,NK,5670,N217NK,IAH,BOS,16:30,16:30,0,20,20:47,20:51,4,0,,0,1595,234,0,0,0,0,0
42904,2024-10-05,G4,917,N213G4,BWI,PHL,16:05,15:58,-7,14,17:07,16:59,-8,0,,0,120,35,0,0,0,0,0
42905,2024-08-30,AA,778,N177AA,AUS,IAD,21:25,21:23,-2,11,00:53,00:50,-3,0,,0,1295,189,0,0,0,0,0
42906,2024-10-12,MQ,542,N162MQ,IAD,LAX,17:30,17:32,2,16,23:08,23:14,6,0,,0,2283,323,0,0,0,0,0
42907,2024-03-10,WN,4009,N204WN,IAD,LAS,10:45,10:45,0,26,16:01,16:04,3,0,,0,2061,289,0,0,0,0,0
42908,2024-03-11,AA,361,N163AA,IAD,CLT,15:20,15:20,0,25,16:56,17:01,5,0,,0,322,61,0,0,0,0,0
42909,2024-04-20,DL,1840,N133DL,SAN,FLL,19:00,18:58,-2,18,00:43,00:34,-9,0,,0,2265,315,0,0,0,0,0
42910,2024-06-06,AA,5618,N200AA,DFW,IAH,14:40,14:53,13,18,15:56,16:14,18,0,,0,225,52,8,2,6,0,2
42911,2024-02-06,DL,3046,N163DL,DEN,EWR,06:25,07:06,41,19,10:39,11:20,41,0,,0,1601,223,25,4,7,1,4
42912,2024-10-30,B6,5101,N198B6,DAL,SLC,18:35,18:32,-3,21,21:33,21:33,0,0,,0,998,151,0,0,0,0,0
42913,2024-11-21,AA,2302,N209AA,CLT,DAL,04:40,04:35,-5,16,07:27,07:23,-4,0,,0,924,147,0,0,0,0,0
42914,2024-02-04,AA,2572,N147AA,ATL,JFK,06:25,06:19,-6,20,08:46,08:46,0,0,,0,759,123,0,0,0,0,0
42915,2024-11-19,AA,1412,N178AA,BOS,BNA,14:35,14:26,-9,12,17:23,17:16,-7,0,,0,941,146,0,0,0,0,0
42916,2024-02-28,WN,5259,N134WN,MDW,PHL,20:00,20:16,16,15,22:12,22:34,22,0,,0,667,117,10,0,2,0,10
42917,2024-07-25,UA,5681,N187UA,BOS,DAL,15:25,,0,0,19:34,,0,1,C,0,1552,0,0,0,0,0,0
42918,2024-12-26,DL,283,N136DL,PDX,ORD,15:35,15:35,0,16,20:05,20:07,2,0,,0,1735,248,0,0,0,0,0
42919,2024-03-06,WN,2717,N183WN,MCO,MSP,14:35,14:30,-5,21,18:16,18:13,-3,0,,0,1311,190,0,0,0,0,0
42920,2024-09-18,UA,4005,N130UA,AUS,ORD,08:10,08:40,30,21,11:07,11:32,25,0,,0,978,141,2,6,16,0,1
42921,2024-09-26,B6,2348,N136B6,JFK,IAH,15:55,15:56,1,22,19:49,19:58,9,0,,0,1415,208,0,0,0,0,0
42922,2024-08-20,AA,5061,N207AA,SLC,IAH,07:05,07:05,0,10,10:24,10:20,-4,0,,0,1195,177,0,0,0,0,0
42923,2024-06-05,G4,252,N164G4,ATL,SAN,15:40,17:20,100,22,20:31,22:03,92,0,,0,1888,258,27,1,36,0,28
42924,2024-04-15,UA,3215,N191UA,IAH,DAL,22:05,22:00,-5,19,23:16,23:12,-4,0,,0,217,49,0,0,0,0,0
42925,2024-06-02,WN,4004,N142WN,IAD,DTW,19:00,18:59,-1,15,20:32,20:33,1,0,,0,383,70,0,0,0,0,0
42926,2024-01-18,MQ,2864,N117MQ,BWI,EWR,08:00,08:03,3,20,09:14,09:21,7,0,,0,168,48,0,0,0,0,0
42927,2024-09-16,AS,3337,N175AS,MCO,DTW,11:30,11:24,-6,21,14:25,14:24,-1,0,,0,959,151,0,0,0,0,0
42928,2024-11-08,UA,1681,N145UA,DEN,LAX,16:40,16:55,15,22,19:25,19:43,18,0,,0,861,136,8,8,1,0,1
42929,2024-04-28,AA,5687,N208AA,IAD,JFK,21:35,21:40,5,16,22:51,23:00,9,0,,0,227,52,0,0,0,0,0
42930,2024-11-04,UA,5540,N124UA,MCO,PHX,07:05,06:59,-6,22,11:57,11:49,-8,0,,0,1845,259,0,0,0,0,0
42931,2024-04-11,DL,3010,N157DL,SLC,MSP,18:55,18:50,-5,16,21:54,21:46,-8,0,,0,989,149,0,0,0,0,0
42932,2024-01-25,AA,3656,N195AA,EWR,DEN,17:10,17:09,-1,16,21:19,21:35,16,0,,0,1601,241,6,0,3,0,7
42933,2024-06-28,AA,1410,N158AA,PHL,LAX,03:25,03:26,1,30,09:29,09:34,5,0,,0,2396,331,0,0,0,0,0
42934,2024-06-10,F9,5996,N200F9,BNA,PDX,18:40,18:42,2,24,23:44,23:51,7,0,,0,1968,278,0,0,0,0,0
42935,2024-12-15,DL,2654,N132DL,ORD,JFK,12:10,13:06,56,23,14:29,15:31,62,0,,0,738,118,32,0,5,0,25
42936,2024-08-02,UA,2832,N212UA,BOS,TPA,05:00,05:00,0,16,08:23,08:23,0,0,,0,1186,178,0,0,0,0,0
42937,2024-05-03,UA,2740,N205UA,DAL,MDW,12:25,12:21,-4,12,14:54,14:46,-8,0,,0,794,126,0,0,0,0,0
42938,2024-10-18,OO,3419,N211OO,DFW,PHL,13:55,13:50,-5,25,17:32,17:41,9,0,,0,1300,201,0,0,0,0,0
42939,2024-06-04,UA,5752,N103UA,SLC,IAD,20:20,20:21,1,14,01:05,01:02,-3,0,,0,1823,258,0,0,0,0,0
42940,2024-07-11,MQ,2332,N196MQ,DEN,MIA,18:30,18:27,-3,14,22:53,22:49,-4,0,,0,1708,242,0,0,0,0,0
42941,2024-11-23,UA,5058,N200UA,MDW,SFO,10:35,10:35,0,12,15:19,15:11,-8,0,,0,1850,259,0,0,0,0,0
42942,2024-02-22,AS,5875,N130AS,CLT,DTW,19:10,19:05,-5,14,21:03,21:02,-1,0,,0,501,91,0,0,0,0,0
42943,2024-06-18,DL,3258,N160DL,SAN,MDW,06:25,06:21,-4,18,10:59,10:54,-5,0,,0,1725,245,0,0,0,0,0
42944,2024-11-30,AS,1245,N149AS,AUS,CLT,08:15,08:16,1,23,11:16,11:21,5,0,,0,1030,156,0,0,0,0,0
42945,2024-04-07,DL,2237,N159DL,DAL,ORD,06:40,06:37,-3,12,09:10,09:00,-10,0,,0,798,126,0,0,0,0,0
42946,2024-05-26,WN,3775,N153WN,PHL,AUS,09:10,09:05,-5,28,13:06,13:05,-1,0,,0,1428,205,0,0,0,0,0
42947,2024-10-26,AA,4708,N171AA,MCO,JFK,18:25,18:25,0,16,21:16,21:24,8,0,,0,945,150,0,0,0,0,0
42948,2024-01-30,AA,1113,N160AA,MSP,SAN,22:30,22:28,-2,13,02:32,02:27,-5,0,,0,1531,222,0,0,0,0,0
42949,2024-03-14,DL,5566,N136DL,LAX,CLT,16:20,16:20,0,21,21:42,21:45,3,0,,0,2120,294,0,0,0,0,0
42950,2024-06-20,AS,3306,N103AS,SFO,DTW,17:45,,0,0,23:03,,0,1,B,0,2074,0,0,0,0,0,0
42951,2024-03-24,WN,5164,N133WN,PDX,AUS,15:25,15:24,-1,11,19:50,19:47,-3,0,,0,1713,247,0,0,0,0,0
42952,2024-03-13,UA,2165,N211UA,FLL,EWR,19:45,19:47,2,20,22:52,22:53,1,0,,0,1066,155,0,0,0,0,0
42953,2024-08-19,MQ,419,N119MQ,PHL,BNA,22:00,21:55,-5,18,00:12,00:10,-2,0,,0,674,110,0,0,0,0,0
42954,2024-10-16,DL,331,N102DL,PHX,MCO,21:10,21:09,-1,21,01:58,01:53,-5,0,,0,1845,259,0,0,0,0,0
42955,2024-05-06,WN,2792,N210WN,FLL,LAX,17:15,17:11,-4,26,23:07,23:14,7,0,,0,2338,330,0,0,0,0,0
42956,2024-03-25,UA,4870,N161UA,MDW,AUS,22:55,22:55,0,26,01:55,02:01,6,0,,0,972,149,0,0,0,0,0
42957,2024-09-10,G4,4618,N153G4,DTW,MDW,15:35,15:33,-2,10,16:46,16:40,-6,0,,0,228,49,0,0,0,0,0
42958,2024-05-31,B6,225,N159B6,LAS,DEN,16:40,16:35,-5,17,18:49,18:44,-5,0,,0,627,104,0,0,0,0,0
42959,2024-11-07,DL,1873,N145DL,TPA,SFO,06:05,06:01,-4,14,11:57,11:53,-4,0,,0,2389,333,0,0,0,0,0
42960,2024-01-07,UA,5654,N110UA,DEN,CLT,17:00,16:56,-4,9,20:37,20:25,-12,0,,0,1335,191,0,0,0,0,0
42961,2024-11-02,AS,4991,N139AS,DAL,PHL,10:15,10:15,0,10,13:45,13:46,1,0,,0,1292,190,0,0,0,0,0
42962,2024-05-15,UA,2554,N176UA,SAN,PDX,16:25,16:22,-3,13,19:10,19:06,-4,0,,0,934,146,0,0,0,0,0
42963,2024-07-02,AS,2096,N156AS,ORD,PHX,08:45,08:42,-3,25,12:36,12:43,7,0,,0,1437,213,0,0,0,0,0
42964,2024-11-09,G4,3440,N144G4,JFK,LAS,04:35,04:33,-2,20,10:16,10:20,4,0,,0,2243,316,0,0,0,0,0
42965,2024-12-06,AS,2448,N125AS,SFO,ORD,03:45,04:35,50,24,08:33,09:11,38,0,,0,1842,248,5,21,3,0,9
42966,2024-08-14,WN,2608,N138WN,BNA,BWI,15:50,15:53,3,18,17:48,17:56,8,0,,0,586,100,0,0,0,0,0
42967,2024-11-20,NK,3078,N111NK,AUS,MSP,16:10,16:06,-4,27,19:15,19:17,2,0,,0,1043,158,0,0,0,0,0
42968,2024-08-31,HA,653,N109HA,PDX,BNA,19:25,19:19,-6,17,00:26,00:18,-8,0,,0,1968,276,0,0,0,0,0
42969,2024-09-20,UA,5969,N140UA,BWI,AUS,11:45,11:42,-3,24,15:30,15:29,-1,0,,0,1340,196,0,0,0,0,0
42970,2024-09-07,G4,1243,N196G4,FLL,DAL,17:35,17:24,-11,13,20:45,20:37,-8,0,,0,1107,166,0,0,0,0,0
42971,2024-06-18,NK,645,N160NK,DTW,DAL,17:05,17:05,0,20,20:00,20:00,0,0,,0,981,150,0,0,0,0,0
